candidate_position,candidate_token_id,candidate_token_text,current_anchors,example_id,information_gain,p_gt_gain,step
9,3535,):,[42],HumanEval/0,-8.493368871510029,2.839951399289248,2
11,394,       ,[42],HumanEval/0,13.214489676058292,4.063485928992122,2
12,352, for,[42],HumanEval/0,-8.556055374443531,3.123507788399138,2
13,18400, idx,[42],HumanEval/0,24.585394641384482,6.545186828636133,2
14,17,2,[42],HumanEval/0,-9.762269124388695,0.873498817187965,2
15,11,",",[42],HumanEval/0,-35.51073057949543,0.35010767189646685,2
16,38254, elem,[42],HumanEval/0,22.38971950672567,-0.01771276138633482,2
17,17,2,[42],HumanEval/0,-29.144572265446186,1.2146076346359678,2
18,296, in,[42],HumanEval/0,-16.142481237649918,0.14334508246679434,2
19,35424, enumerate,[42],HumanEval/0,32.54721239861101,6.486306861170988,2
20,3733,(n,[42],HumanEval/0,22.590437918901443,3.365655859157158,2
21,22903,umbers,[42],HumanEval/0,57.69856067560613,2.9527012032907294,2
22,3535,):,[42],HumanEval/0,-1.8122359961271286,3.5866987863971644,2
24,542,           ,[42],HumanEval/0,-32.118615835905075,2.824269561686151,2
25,624, if,[42],HumanEval/0,-29.056745946407318,3.0840660103065147,2
26,18400, idx,[42],HumanEval/0,-25.368993221782148,1.3733542163315633,2
27,2648, !=,[42],HumanEval/0,-41.45309095084667,2.203050055981066,2
28,18400, idx,[42],HumanEval/0,-67.33482401072979,1.403976709511653,2
29,17,2,[42],HumanEval/0,-47.0204991735518,1.4128631451819729,2
30,25,:,[42],HumanEval/0,-47.88439547736198,1.1457255741604513,2
32,921,               ,[42],HumanEval/0,-66.91029471158981,2.332634818453471,2
33,7118, distance,[42],HumanEval/0,-44.081655848771334,0.5748774605160634,2
34,373, =,[42],HumanEval/0,-37.104432106018066,9.196985742087918,2
35,3824, abs,[42],HumanEval/0,-36.21099501289427,0.09379942870850755,2
36,84003,(elem,[42],HumanEval/0,-29.369511319324374,1.0151219387223591,2
37,537, -,[42],HumanEval/0,-42.473130881786346,0.9262672731626935,2
38,38254, elem,[42],HumanEval/0,-69.12057124078274,2.50992487684357,2
39,17,2,[42],HumanEval/0,-25.79751457646489,1.0874940488545235,2
40,8,),[42],HumanEval/0,-55.82946276292205,6.346526953497005,2
43,624, if,[42],HumanEval/0,4.734049204736948,8.529206534486363,2
44,7118, distance,[42],HumanEval/0,19.163520434871316,9.322586741126203,2
45,797, <,[42],HumanEval/0,17.049350539804436,8.509318231377176,2
46,14362, threshold,[42],HumanEval/0,2.771835183724761,8.133410629801574,2
47,25,:,[42],HumanEval/0,-19.14374839887023,7.274089963537904,2
49,1546,                   ,[42],HumanEval/0,3.873189285164699,8.453099336631276,2
50,944, return,[42],HumanEval/0,-24.429001574404538,1.7125996253355424,2
51,8261, True,[42],HumanEval/0,-27.505964063107967,3.9441158259407985,2
54,305,   ,[42],HumanEval/0,-13.706376284360886,1.3278774606030765,2
55,944, return,[42],HumanEval/0,-33.7187867378816,2.620389526084864,2
56,10158, False,[42],HumanEval/0,-36.624522782862186,2.820777802054863,2
0,305,   ,"[21, 42]",HumanEval/0,-51.54845032654703,0.06717202572960446,3
1,352, for,"[21, 42]",HumanEval/0,-32.59187605045736,0.49650019030852377,3
2,18400, idx,"[21, 42]",HumanEval/0,-46.8446453306824,2.566050232495769,3
3,11,",","[21, 42]",HumanEval/0,-83.02469663880765,3.4947807674447233,3
4,38254, elem,"[21, 42]",HumanEval/0,-21.38057148270309,7.8216610049161375,3
5,296, in,"[21, 42]",HumanEval/0,-69.17552431486547,1.6755885225315126,3
6,35424, enumerate,"[21, 42]",HumanEval/0,-49.29419030807912,8.94950311613266,3
7,3733,(n,"[21, 42]",HumanEval/0,-59.78867626748979,1.8199130506303902,3
8,22903,umbers,"[21, 42]",HumanEval/0,-69.02484344504774,1.948239108853528,3
9,3535,):,"[21, 42]",HumanEval/0,-50.8566223885864,2.2300350978033805,3
11,394,       ,"[21, 42]",HumanEval/0,-51.660425594076514,2.351316907891402,3
12,352, for,"[21, 42]",HumanEval/0,-74.63490982912481,0.9429906818317306,3
13,18400, idx,"[21, 42]",HumanEval/0,-81.0329276304692,5.107512236988811,3
14,17,2,"[21, 42]",HumanEval/0,-102.82177074812353,-0.9993744475201254,3
15,11,",","[21, 42]",HumanEval/0,-28.386244530789554,4.949011057426475,3
16,38254, elem,"[21, 42]",HumanEval/0,-46.374225033447146,3.863325964151869,3
17,17,2,"[21, 42]",HumanEval/0,-60.10103305242956,-0.5395227243382976,3
18,296, in,"[21, 42]",HumanEval/0,-74.05568770878017,0.2296089692858061,3
19,35424, enumerate,"[21, 42]",HumanEval/0,-22.05081326456275,2.709678169402565,3
20,3733,(n,"[21, 42]",HumanEval/0,-29.26797379553318,0.1846314046814257,3
22,3535,):,"[21, 42]",HumanEval/0,-89.66067959554493,1.2424788588490685,3
24,542,           ,"[21, 42]",HumanEval/0,-40.657479469664395,1.077884328999886,3
25,624, if,"[21, 42]",HumanEval/0,-62.89080095477402,1.2020120093770004,3
26,18400, idx,"[21, 42]",HumanEval/0,-92.06847909651697,1.5565400873641977,3
27,2648, !=,"[21, 42]",HumanEval/0,-41.17316917516291,3.628868537490604,3
28,18400, idx,"[21, 42]",HumanEval/0,-80.95068345032632,2.179251933152159,3
29,17,2,"[21, 42]",HumanEval/0,-80.00236706621945,1.2064918852169342,3
30,25,:,"[21, 42]",HumanEval/0,-92.89518477395177,0.4234851382811087,3
32,921,               ,"[21, 42]",HumanEval/0,-76.89991466887295,1.3604451095510797,3
33,7118, distance,"[21, 42]",HumanEval/0,-76.31318600103259,-0.6796844985461519,3
34,373, =,"[21, 42]",HumanEval/0,-73.72156778536737,7.474661504188958,3
35,3824, abs,"[21, 42]",HumanEval/0,-81.6520444159396,-0.24661484121187982,3
36,84003,(elem,"[21, 42]",HumanEval/0,-43.24219127901597,1.157621726704832,3
37,537, -,"[21, 42]",HumanEval/0,-36.58350060135126,1.7060663846083628,3
38,38254, elem,"[21, 42]",HumanEval/0,-103.74392713420093,3.3771042968009226,3
39,17,2,"[21, 42]",HumanEval/0,-13.730287403333932,1.0111219885365017,3
40,8,),"[21, 42]",HumanEval/0,-110.13811782561243,4.041883101024183,3
43,624, if,"[21, 42]",HumanEval/0,-43.2799162324518,7.098427157460279,3
44,7118, distance,"[21, 42]",HumanEval/0,-14.257190303876996,8.478546162972094,3
45,797, <,"[21, 42]",HumanEval/0,-48.23785007861443,7.536494601333727,3
46,14362, threshold,"[21, 42]",HumanEval/0,-24.721428737044334,7.48223771686574,3
47,25,:,"[21, 42]",HumanEval/0,-43.2087779706344,5.92535023977311,3
49,1546,                   ,"[21, 42]",HumanEval/0,-42.8617590435897,7.604428611423893,3
50,944, return,"[21, 42]",HumanEval/0,-30.124288043007255,1.9272501798832593,3
51,8261, True,"[21, 42]",HumanEval/0,-42.91803905554116,4.528302240967292,3
54,305,   ,"[21, 42]",HumanEval/0,-48.95814458094537,1.7036878862061542,3
55,944, return,"[21, 42]",HumanEval/0,-78.72467677854002,1.7721755831829853,3
56,10158, False,"[21, 42]",HumanEval/0,-70.87555601261556,2.0154855780344008,3
0,305,   ,"[21, 39, 42]",HumanEval/0,-12.223354546818882,0.00634308812688289,4
1,352, for,"[21, 39, 42]",HumanEval/0,4.998795167077333,0.05434986776916162,4
2,18400, idx,"[21, 39, 42]",HumanEval/0,-40.328709529247135,2.158277898333182,4
3,11,",","[21, 39, 42]",HumanEval/0,-18.96106203319505,5.122599432427052,4
4,38254, elem,"[21, 39, 42]",HumanEval/0,2.7656183284707367,7.950061904185105,4
5,296, in,"[21, 39, 42]",HumanEval/0,-40.826506664510816,3.800540295970251,4
6,35424, enumerate,"[21, 39, 42]",HumanEval/0,-45.91165659716353,8.304023975811589,4
7,3733,(n,"[21, 39, 42]",HumanEval/0,-61.977262099739164,1.7964544595618293,4
8,22903,umbers,"[21, 39, 42]",HumanEval/0,-62.061599982436746,2.4444250912797827,4
9,3535,):,"[21, 39, 42]",HumanEval/0,-43.172805262263864,3.6727538981906775,4
11,394,       ,"[21, 39, 42]",HumanEval/0,-7.217136879917234,4.659132855234446,4
12,352, for,"[21, 39, 42]",HumanEval/0,-50.31965767359361,2.572084355058024,4
13,18400, idx,"[21, 39, 42]",HumanEval/0,-42.22663901699707,9.5069086490453,4
14,17,2,"[21, 39, 42]",HumanEval/0,-62.209244993980974,-1.0221886858984988,4
15,11,",","[21, 39, 42]",HumanEval/0,2.323205322260037,7.9876542451475245,4
16,38254, elem,"[21, 39, 42]",HumanEval/0,-69.07569363480434,3.017912406788156,4
17,17,2,"[21, 39, 42]",HumanEval/0,-60.3139809477143,1.866207242190768,4
18,296, in,"[21, 39, 42]",HumanEval/0,-70.19372175401077,-0.1402489540036811,4
19,35424, enumerate,"[21, 39, 42]",HumanEval/0,-27.07163651380688,4.858085368484836,4
20,3733,(n,"[21, 39, 42]",HumanEval/0,11.125769985374063,0.058077036339639676,4
22,3535,):,"[21, 39, 42]",HumanEval/0,-60.551690784748644,1.2981735951380244,4
24,542,           ,"[21, 39, 42]",HumanEval/0,23.233758657850558,0.2905718882271202,4
25,624, if,"[21, 39, 42]",HumanEval/0,-57.59445850318298,1.2673576596203304,4
26,18400, idx,"[21, 39, 42]",HumanEval/0,-65.36142906779423,2.8726360855328323,4
27,2648, !=,"[21, 39, 42]",HumanEval/0,-35.27567082038149,6.414049865277349,4
28,18400, idx,"[21, 39, 42]",HumanEval/0,-64.23091562045738,2.5565911801013783,4
29,17,2,"[21, 39, 42]",HumanEval/0,-77.89192156447098,-0.12973608369199496,4
30,25,:,"[21, 39, 42]",HumanEval/0,-48.14016359066591,-0.9416072043506745,4
32,921,               ,"[21, 39, 42]",HumanEval/0,-67.08624544320628,2.6417499142358167,4
33,7118, distance,"[21, 39, 42]",HumanEval/0,-47.76406402653083,-1.0241583504689231,4
34,373, =,"[21, 39, 42]",HumanEval/0,-52.11909577762708,6.217378607187612,4
35,3824, abs,"[21, 39, 42]",HumanEval/0,-75.63388180872425,1.206001726835467,4
36,84003,(elem,"[21, 39, 42]",HumanEval/0,-72.58317370107397,4.061249918527437,4
37,537, -,"[21, 39, 42]",HumanEval/0,-48.16498057497665,0.19055434026634543,4
38,38254, elem,"[21, 39, 42]",HumanEval/0,-64.39813298499212,2.452370584906504,4
40,8,),"[21, 39, 42]",HumanEval/0,-66.66362174926326,5.209177227145602,4
43,624, if,"[21, 39, 42]",HumanEval/0,-37.867527143564075,6.10527318389903,4
44,7118, distance,"[21, 39, 42]",HumanEval/0,-21.265317746903747,7.377427675638749,4
45,797, <,"[21, 39, 42]",HumanEval/0,-40.795457986183465,6.51272459481369,4
46,14362, threshold,"[21, 39, 42]",HumanEval/0,-43.02753208344802,6.045032904359715,4
47,25,:,"[21, 39, 42]",HumanEval/0,-34.266059522051364,6.613876921956901,4
49,1546,                   ,"[21, 39, 42]",HumanEval/0,-32.39933431215468,6.65444846499766,4
50,944, return,"[21, 39, 42]",HumanEval/0,-67.59514146810398,1.8380913863570925,4
51,8261, True,"[21, 39, 42]",HumanEval/0,13.463141827844083,7.462490432506529,4
54,305,   ,"[21, 39, 42]",HumanEval/0,-50.1484643756412,0.5916763262319193,4
55,944, return,"[21, 39, 42]",HumanEval/0,-79.66112522920594,0.17731422981026412,4
56,10158, False,"[21, 39, 42]",HumanEval/0,-83.76061315229163,1.583155706808185,4
0,305,   ,"[21, 24, 39, 42]",HumanEval/0,-5.840230137298931,0.06987666339249188,5
1,352, for,"[21, 24, 39, 42]",HumanEval/0,-25.94246466999175,0.8465768371018072,5
2,18400, idx,"[21, 24, 39, 42]",HumanEval/0,-42.45116255446919,2.9828782360807367,5
3,11,",","[21, 24, 39, 42]",HumanEval/0,-17.14005193352932,5.814340326576698,5
4,38254, elem,"[21, 24, 39, 42]",HumanEval/0,-9.688758889315068,8.897237032399957,5
5,296, in,"[21, 24, 39, 42]",HumanEval/0,-60.08284932994866,6.615783380647358,5
6,35424, enumerate,"[21, 24, 39, 42]",HumanEval/0,-51.88788815322914,10.477840295795417,5
7,3733,(n,"[21, 24, 39, 42]",HumanEval/0,-7.453063328008284,4.995017949770904,5
8,22903,umbers,"[21, 24, 39, 42]",HumanEval/0,-20.725045484286966,5.699033207270091,5
9,3535,):,"[21, 24, 39, 42]",HumanEval/0,-9.98305569626973,8.53589444481166,5
11,394,       ,"[21, 24, 39, 42]",HumanEval/0,-43.39697743501165,6.678868027647681,5
12,352, for,"[21, 24, 39, 42]",HumanEval/0,-35.62718869294622,5.089053300618147,5
13,18400, idx,"[21, 24, 39, 42]",HumanEval/0,-54.43770626295009,8.259038103143197,5
14,17,2,"[21, 24, 39, 42]",HumanEval/0,-46.04721326674917,5.277266837625561,5
15,11,",","[21, 24, 39, 42]",HumanEval/0,-10.768754267599434,5.918680230218328,5
16,38254, elem,"[21, 24, 39, 42]",HumanEval/0,-10.069249268432031,9.342825353016778,5
17,17,2,"[21, 24, 39, 42]",HumanEval/0,-20.740718110988382,6.4702709745783835,5
18,296, in,"[21, 24, 39, 42]",HumanEval/0,-65.56038019355037,1.9227256352078115,5
19,35424, enumerate,"[21, 24, 39, 42]",HumanEval/0,-34.93254766325117,5.49706732479352,5
20,3733,(n,"[21, 24, 39, 42]",HumanEval/0,-6.585330546582554,-0.151794638320645,5
22,3535,):,"[21, 24, 39, 42]",HumanEval/0,-72.58796540010371,1.3453230038494297,5
25,624, if,"[21, 24, 39, 42]",HumanEval/0,12.392096294730436,-0.15302280034057603,5
26,18400, idx,"[21, 24, 39, 42]",HumanEval/0,-57.83850351415458,6.643046031510707,5
27,2648, !=,"[21, 24, 39, 42]",HumanEval/0,-32.10620417447353,6.925499865022161,5
28,18400, idx,"[21, 24, 39, 42]",HumanEval/0,-72.63780479985871,4.4357211192302515,5
29,17,2,"[21, 24, 39, 42]",HumanEval/0,-49.55699185971753,4.802077491338409,5
30,25,:,"[21, 24, 39, 42]",HumanEval/0,-77.54832760817953,7.49694170000474,5
32,921,               ,"[21, 24, 39, 42]",HumanEval/0,-23.67256476325565,15.614327227953353,5
33,7118, distance,"[21, 24, 39, 42]",HumanEval/0,-42.181828322965885,13.709144462601884,5
34,373, =,"[21, 24, 39, 42]",HumanEval/0,-9.702033447480062,18.77437689341444,5
35,3824, abs,"[21, 24, 39, 42]",HumanEval/0,-52.70842676065513,6.605351881219562,5
36,84003,(elem,"[21, 24, 39, 42]",HumanEval/0,-41.4939457589353,13.999355073050879,5
37,537, -,"[21, 24, 39, 42]",HumanEval/0,-56.0979552163335,2.303076872286951,5
38,38254, elem,"[21, 24, 39, 42]",HumanEval/0,-4.458548631249869,11.219479410398876,5
40,8,),"[21, 24, 39, 42]",HumanEval/0,32.48237464081467,16.06237938701888,5
43,624, if,"[21, 24, 39, 42]",HumanEval/0,-21.817623378854478,9.993621147041509,5
44,7118, distance,"[21, 24, 39, 42]",HumanEval/0,-19.156141202693107,11.882525123567845,5
45,797, <,"[21, 24, 39, 42]",HumanEval/0,-20.648212653031806,10.41742906870418,5
46,14362, threshold,"[21, 24, 39, 42]",HumanEval/0,-11.920456421474228,8.26920562775642,5
47,25,:,"[21, 24, 39, 42]",HumanEval/0,-15.518665666371817,9.669652444868074,5
49,1546,                   ,"[21, 24, 39, 42]",HumanEval/0,-21.101215251226677,9.060608488317175,5
50,944, return,"[21, 24, 39, 42]",HumanEval/0,-35.04169828078011,2.477459281856781,5
51,8261, True,"[21, 24, 39, 42]",HumanEval/0,-12.921299317444209,8.113445128787507,5
54,305,   ,"[21, 24, 39, 42]",HumanEval/0,-35.74988948579994,1.6762937237005957,5
55,944, return,"[21, 24, 39, 42]",HumanEval/0,-70.76149737407104,1.7394842014173122,5
56,10158, False,"[21, 24, 39, 42]",HumanEval/0,-42.9022875741648,3.5194663517749945,5
0,305,   ,"[21, 24, 39, 40, 42]",HumanEval/0,-22.104999953320657,-1.1531660223429299,6
1,352, for,"[21, 24, 39, 40, 42]",HumanEval/0,3.2225079784366244,0.38651159291850945,6
2,18400, idx,"[21, 24, 39, 40, 42]",HumanEval/0,7.456108705233419,1.5272000962903256,6
3,11,",","[21, 24, 39, 40, 42]",HumanEval/0,7.709742076730436,0.4116250796672709,6
4,38254, elem,"[21, 24, 39, 40, 42]",HumanEval/0,9.104469709208388,2.4621690297323795,6
5,296, in,"[21, 24, 39, 40, 42]",HumanEval/0,-32.069653768790886,2.065789681589024,6
6,35424, enumerate,"[21, 24, 39, 40, 42]",HumanEval/0,-26.536405179860594,7.414345190803573,6
7,3733,(n,"[21, 24, 39, 40, 42]",HumanEval/0,-25.780674667177664,-0.08441596134193219,6
8,22903,umbers,"[21, 24, 39, 40, 42]",HumanEval/0,-31.103463366533106,0.7484495917067875,6
9,3535,):,"[21, 24, 39, 40, 42]",HumanEval/0,-34.09792803509481,5.282084413247063,6
11,394,       ,"[21, 24, 39, 40, 42]",HumanEval/0,-26.395713036159577,2.7857671258913115,6
12,352, for,"[21, 24, 39, 40, 42]",HumanEval/0,-42.96401522363158,1.3565771881994237,6
13,18400, idx,"[21, 24, 39, 40, 42]",HumanEval/0,-27.710035490592418,8.3300059622498,6
14,17,2,"[21, 24, 39, 40, 42]",HumanEval/0,-82.99291864627594,-1.7322291955745754,6
15,11,",","[21, 24, 39, 40, 42]",HumanEval/0,10.293069805210507,0.30161223683744254,6
16,38254, elem,"[21, 24, 39, 40, 42]",HumanEval/0,11.690458999898055,2.4088529683285174,6
17,17,2,"[21, 24, 39, 40, 42]",HumanEval/0,5.5380544341678615,0.38330192856273015,6
18,296, in,"[21, 24, 39, 40, 42]",HumanEval/0,-9.844934196378745,0.17337929172816757,6
19,35424, enumerate,"[21, 24, 39, 40, 42]",HumanEval/0,7.208251839644618,0.3246299547152489,6
20,3733,(n,"[21, 24, 39, 40, 42]",HumanEval/0,-27.140605066997523,-2.410612565426611,6
22,3535,):,"[21, 24, 39, 40, 42]",HumanEval/0,6.0907564423851,0.09200868859096545,6
25,624, if,"[21, 24, 39, 40, 42]",HumanEval/0,-2.374547579434875,0.09517718454168289,6
26,18400, idx,"[21, 24, 39, 40, 42]",HumanEval/0,7.069123050678172,1.0474996882553071,6
27,2648, !=,"[21, 24, 39, 40, 42]",HumanEval/0,7.113280122466676,0.4865014914447001,6
28,18400, idx,"[21, 24, 39, 40, 42]",HumanEval/0,4.417924375014991,0.39258982270160914,6
29,17,2,"[21, 24, 39, 40, 42]",HumanEval/0,-32.67463446531474,7.421798688746975,6
30,25,:,"[21, 24, 39, 40, 42]",HumanEval/0,-54.05530882145831,1.7546921632279577,6
32,921,               ,"[21, 24, 39, 40, 42]",HumanEval/0,-52.33001712368423,3.833737063103513,6
33,7118, distance,"[21, 24, 39, 40, 42]",HumanEval/0,-43.04247185939312,4.831818666242441,6
34,373, =,"[21, 24, 39, 40, 42]",HumanEval/0,-41.96509985540615,3.8127157353521284,6
35,3824, abs,"[21, 24, 39, 40, 42]",HumanEval/0,-28.043754333681136,6.879516533586639,6
36,84003,(elem,"[21, 24, 39, 40, 42]",HumanEval/0,-21.840766096334846,11.780648319242786,6
37,537, -,"[21, 24, 39, 40, 42]",HumanEval/0,8.215038379188627,0.3027542853892271,6
38,38254, elem,"[21, 24, 39, 40, 42]",HumanEval/0,11.189243760279169,2.394064432465761,6
43,624, if,"[21, 24, 39, 40, 42]",HumanEval/0,9.14152952123277,0.42904174233416015,6
44,7118, distance,"[21, 24, 39, 40, 42]",HumanEval/0,8.028294673855726,0.20978539700208287,6
45,797, <,"[21, 24, 39, 40, 42]",HumanEval/0,6.396170446632141,0.4633736597145628,6
46,14362, threshold,"[21, 24, 39, 40, 42]",HumanEval/0,8.54725403710745,0.16863589135255097,6
47,25,:,"[21, 24, 39, 40, 42]",HumanEval/0,11.558778307298326,0.45629592174014855,6
49,1546,                   ,"[21, 24, 39, 40, 42]",HumanEval/0,12.873441472926515,0.4969187195275174,6
50,944, return,"[21, 24, 39, 40, 42]",HumanEval/0,7.350462488786661,0.28317660759130536,6
51,8261, True,"[21, 24, 39, 40, 42]",HumanEval/0,7.314685647936585,0.32487743790346735,6
54,305,   ,"[21, 24, 39, 40, 42]",HumanEval/0,-13.751555447692226,-1.3987428818775811,6
55,944, return,"[21, 24, 39, 40, 42]",HumanEval/0,-3.269331324740051,-0.18155037733669133,6
56,10158, False,"[21, 24, 39, 40, 42]",HumanEval/0,-9.428900831007923,-1.8089867074228323,6
0,305,   ,"[21, 24, 39, 40, 42, 49]",HumanEval/0,0.4638622672746351,0.023127509656287182,7
1,352, for,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-0.2586947580366541,0.09077637147170503,7
2,18400, idx,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-0.6116419617077895,1.0326044627579676,7
3,11,",","[21, 24, 39, 40, 42, 49]",HumanEval/0,1.0111172451393031,-0.00605734427101956,7
4,38254, elem,"[21, 24, 39, 40, 42, 49]",HumanEval/0,1.568311154196067,2.011638391474036,7
5,296, in,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-24.849237157789048,7.690448417639903,7
6,35424, enumerate,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-10.625013900995782,13.294722928853068,7
7,3733,(n,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-33.50777005171085,0.2399496555789976,7
8,22903,umbers,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-34.39907215309768,3.713252736513624,7
9,3535,):,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-29.2087121142863,8.418645969116533,7
11,394,       ,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-27.151066911862017,7.506827663070432,7
12,352, for,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-35.904525049664244,5.824179359662171,7
13,18400, idx,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-16.523451326240775,12.978289251006515,7
14,17,2,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-35.9911185212336,5.903488557788911,7
15,11,",","[21, 24, 39, 40, 42, 49]",HumanEval/0,2.927935543073545,-0.02320864978239967,7
16,38254, elem,"[21, 24, 39, 40, 42, 49]",HumanEval/0,3.1003198771919642,2.0060298650590256,7
17,17,2,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-0.1985043737658998,0.08421627338897697,7
18,296, in,"[21, 24, 39, 40, 42, 49]",HumanEval/0,1.5320611808551803,0.00885550758021486,7
19,35424, enumerate,"[21, 24, 39, 40, 42, 49]",HumanEval/0,1.2899659631639224,-0.046708399224014596,7
20,3733,(n,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-10.740741442169565,-0.46825194996164543,7
22,3535,):,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-2.2245559852735823,-0.15462505209199218,7
25,624, if,"[21, 24, 39, 40, 42, 49]",HumanEval/0,1.2212676240172868,0.03437880100007673,7
26,18400, idx,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-0.5236316310908933,0.9801304426264641,7
27,2648, !=,"[21, 24, 39, 40, 42, 49]",HumanEval/0,1.8809778407444355,0.01657599703129753,7
28,18400, idx,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-1.3281730347996472,0.24313932865464805,7
29,17,2,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-8.40546591844577,13.388967184246994,7
30,25,:,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-40.217181587301184,4.604091951984312,7
32,921,               ,"[21, 24, 39, 40, 42, 49]",HumanEval/0,-34.83758486306078,6.543382548687889,7
